row_id,item_kind,title_or_identifier,normalized_id,primary_url,all_urls,source_origin,source_files,link_type,notes,context_preview
82,paper,url:https://www.nature.com/articles/s41586-024-07686-5.pdf,url:https://www.nature.com/articles/s41586-024-07686-5.pdf,https://www.nature.com/articles/s41586-024-07686-5.pdf,https://www.nature.com/articles/s41586-024-07686-5.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
83,paper,url:https://www.nature.com/articles/s41586-026-10524-5.pdf,url:https://www.nature.com/articles/s41586-026-10524-5.pdf,https://www.nature.com/articles/s41586-026-10524-5.pdf,https://www.nature.com/articles/s41586-026-10524-5.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
84,paper,url:https://www.nature.com/articles/s41591-025-04074-y.pdf,url:https://www.nature.com/articles/s41591-025-04074-y.pdf,https://www.nature.com/articles/s41591-025-04074-y.pdf,https://www.nature.com/articles/s41591-025-04074-y.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
85,paper,url:https://www.nature.com/articles/s41591-026-04431-5.pdf,url:https://www.nature.com/articles/s41591-026-04431-5.pdf,https://www.nature.com/articles/s41591-026-04431-5.pdf,https://www.nature.com/articles/s41591-026-04431-5.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page Duplicate/alternate source URLs were collapsed.
86,paper,url:https://www.nature.com/articles/s41593-026-02303-2.pdf,url:https://www.nature.com/articles/s41593-026-02303-2.pdf,https://www.nature.com/articles/s41593-026-02303-2.pdf,https://www.nature.com/articles/s41593-026-02303-2.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
87,paper,url:https://www.nature.com/articles/s41597-022-01409-z.pdf,url:https://www.nature.com/articles/s41597-022-01409-z.pdf,https://www.nature.com/articles/s41597-022-01409-z.pdf,https://www.nature.com/articles/s41597-022-01409-z.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
88,paper,url:https://www.nature.com/articles/s41597-026-06734-1.pdf,url:https://www.nature.com/articles/s41597-026-06734-1.pdf,https://www.nature.com/articles/s41597-026-06734-1.pdf,https://www.nature.com/articles/s41597-026-06734-1.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page Original source was a LinkedIn safety redirect; workbook uses decoded direct paper URL.
89,paper,url:https://www.nature.com/articles/s41598-026-59478-8.pdf,url:https://www.nature.com/articles/s41598-026-59478-8.pdf,https://www.nature.com/articles/s41598-026-59478-8.pdf,https://www.nature.com/articles/s41598-026-59478-8.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
90,paper,url:https://www.nature.com/articles/s42256-026-01255-3.pdf,url:https://www.nature.com/articles/s42256-026-01255-3.pdf,https://www.nature.com/articles/s42256-026-01255-3.pdf,https://www.nature.com/articles/s42256-026-01255-3.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
91,paper,url:https://www.nature.com/articles/s44220-026-00629-1.pdf,url:https://www.nature.com/articles/s44220-026-00629-1.pdf,https://www.nature.com/articles/s44220-026-00629-1.pdf,https://www.nature.com/articles/s44220-026-00629-1.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
92,paper,url:https://www.nature.com/articles/s44220-026-00661-1.pdf,url:https://www.nature.com/articles/s44220-026-00661-1.pdf,https://www.nature.com/articles/s44220-026-00661-1.pdf,https://www.nature.com/articles/s44220-026-00661-1.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
93,paper,zenodo:19734168,zenodo:19734168,https://zenodo.org/records/19734168,https://zenodo.org/records/19734168,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper/repository page,From earlier manual/source-dump paper-download list,Zenodo record; possibly a paper/report
94,paper,A deep learning toolbox towards EEG-based emotion recognition (TorchEEG EMO),doi:10.1016/j.eswa.2024.123550,https://doi.org/10.1016/j.eswa.2024.123550,https://doi.org/10.1016/j.eswa.2024.123550,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,Included as toolkit paper because the catalog lists TorchEEG as build infrastructure; verify if you need only core model papers.,TorchEEG/TorchEEG EMO toolbox paper
95,paper,An electroencephalographic signature predicts antidepressant response in major depression,doi:10.1038/s41587-019-0397-3,https://doi.org/10.1038/s41587-019-0397-3,https://doi.org/10.1038/s41587-019-0397-3,Claude Science | Claude,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | eno_master_sources.md | preregistration_draft (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown | DOI extracted; Extracted from Claude master sources | Extracted from Claude master sources,"Wu et al. SELSER landmark | - *Wu W, Zhang Y, Jiang J, ... Etkin A. Nat Biotechnol 2020;38:439-447. doi:10.1038/s41587-019-0397-3* | - Wu W et al. *Nat Biotechnol* 2020;38:439-447. doi:10.1038/s41587-019-0397-3"
96,paper,Baseline TMS-evoked N100 amplitude and outcome of accelerated 1 Hz right-DLPFC rTMS,doi:10.1016/j.jad.2024.07.131,https://doi.org/10.1016/j.jad.2024.07.131,https://doi.org/10.1016/j.jad.2024.07.131,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Journal of Affective Disorders TMS-EEG paper | Baseline **N100 amplitude** (a TMS-evoked potential) at the stimulation site showed a **strong association (p<0.001)** with outcome of accelerated 1 Hz right-DLPFC rTMS — but in only **23 patients**, single-arm, no external validation (2024, *J. Affect. Disord.*, doi:10.1016/j.jad.2024.07.131). **Grade: Emerging (small-N).**"
97,paper,BENDR: Using Transformers and a Contrastive Self-Supervised Learning Task to Learn From Massive Amounts of EEG Data,doi:10.3389/fnhum.2021.653659,https://doi.org/10.3389/fnhum.2021.653659,https://doi.org/10.3389/fnhum.2021.653659,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,BENDR model paper
98,paper,BIOT: Biosignal Transformer for Cross-data Learning in the Wild,neurips:f6b30f3e2dd9cb53bbf2024402d02295,https://papers.neurips.cc/paper_files/paper/2023/file/f6b30f3e2dd9cb53bbf2024402d02295-Paper-Conference.pdf,https://papers.neurips.cc/paper_files/paper/2023/file/f6b30f3e2dd9cb53bbf2024402d02295-Paper-Conference.pdf,Claude Science,cloud_science_paper_download_links.csv,Official conference PDF,Official NeurIPS PDF; arXiv version also exists.,BIOT model paper
99,paper,CBraMod: Criss-Cross Brain Foundation Model,arxiv:2412.07236,https://arxiv.org/pdf/2412.07236,https://arxiv.org/abs/2412.07236 | https://arxiv.org/pdf/2412.07236,Claude Science | Claude,cloud_science_paper_download_links.csv | eno_master_sources.md | open_source_eeg_models (1).md,PDF or direct downloadable paper | Paper/article landing page | arXiv PDF,Direct PDF from arXiv. | Extracted from Claude master sources | arXiv ID extracted; Extracted from Claude Science markdown,"CBraMod model paper | - **CBraMod** — *Criss-Cross Brain Foundation Model.* Wang et al., **ICLR 2025**. arXiv:2412.07236. | - **CBraMod (ICLR 2025)** — EEG FM, **MIT**. **[REF]** https://arxiv.org/abs/2412.07236 · https://huggingface.co/braindecode/CBraMod"
100,paper,"Choosing MUSE: Validation of a Low-Cost, Portable EEG System for ERP Research",doi:10.3389/fnins.2017.00109,https://doi.org/10.3389/fnins.2017.00109,https://doi.org/10.3389/fnins.2017.00109,Claude Science,cloud_science_paper_download_links.csv | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Krigolson et al. Muse ERP validation | - **Krigolson et al. (2017, *Front. Neurosci.*, ~407 cites):** the Muse system recovered N200, P300, and reward positivity components in a visual oddball and a reward-learning task — *without external event markers* — with statistically robust component detection. DOI:10.3389/fnins.2017.00109"
101,paper,Comparison of medical-grade and consumer wireless EEG systems,doi:10.3389/fnhum.2017.00398,https://doi.org/10.3389/fnhum.2017.00398,https://doi.org/10.3389/fnhum.2017.00398,Claude Science,cloud_science_paper_download_links.csv | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Ratti et al. consumer vs medical EEG comparison | - **Ratti et al. (2017, *Front. Hum. Neurosci.*, ~195 cites):** compared two *medical-grade* (B-Alert, Enobio) vs two *consumer* (Muse, MindWave) systems on the shared Fp1 electrode. Medical-grade and MindWave Fp1 spectra were similar; **Muse showed a broadband increase in power-spectral density and the highest test-retest variability**, and consumer systems were more artifact-prone from eye blinks and muscle in the frontal region. DOI:10.3389/fnhum.2017.00398"
102,paper,Connectivity-guided intermittent theta burst stimulation versus standard rTMS for depression,doi:10.1038/s41591-023-02764-z,https://doi.org/10.1038/s41591-023-02764-z,https://doi.org/10.1038/s41591-023-02764-z,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Morriss et al. Nature Medicine RCT | Morriss et al. (2024, *Nat. Med.*): 5-center, double-blind RCT (N=255; cgiTBS n=128 vs standard F3 rTMS n=127). **No difference on the primary outcome** (GRID-HAMD-17; adjusted mean −0.31, 95% CI −1.87 to 1.24, **p=0.689**). Personalized connectivity targeting did **not** beat standard placement. **Grade: Contested/Failed (for the superiority claim).** A crucial counterweight to single-arm personalization enthusiasm. *doi:10.1038/s41591-023-02764-z*"
103,paper,Deep graph learning on fMRI+EEG connectivity to predict antidepressant response,doi:10.1038/s41380-025-02974-6,https://doi.org/10.1038/s41380-025-02974-6,https://doi.org/10.1038/s41380-025-02974-6,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Molecular Psychiatry multimodal ML paper | - **Deep graph learning on fMRI+EEG connectivity (2025, *Mol. Psychiatry*):** graph NN integrating multimodal EMBARC connectivity (130 sertraline / 135 placebo) to predict individual response. Internal CV; no external replication. Grade: **Emerging.** *doi:10.1038/s41380-025-02974-6*"
104,paper,Deep learning with convolutional neural networks for EEG decoding and visualization,doi:10.1002/hbm.23730,https://doi.org/10.1002/hbm.23730,https://doi.org/10.1002/hbm.23730,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,ShallowConvNet / DeepConvNet / braindecode paper
105,paper,Dry vs wet EEG comparison / clinically equivalent dry-electrode resting EEG,doi:10.1038/s41598-020-62154-0,https://doi.org/10.1038/s41598-020-62154-0,https://doi.org/10.1038/s41598-020-62154-0,Claude Science,cloud_science_paper_download_links.csv | preregistration_draft (2).md | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Hinrichs et al. dry-vs-wet paper | - Hinrichs H et al. *Sci Rep* 2020;10:5218. doi:10.1038/s41598-020-62154-0 (dry vs wet) | - **Hinrichs et al. (2020, *Sci. Rep.*, ~218 cites):** in a **within-subject dry-vs-wet** comparison (16 healthy + 16 patients, 19 channels each, two days), the visual P3 ERP was comparable between dry and wet in latency and amplitude. DOI:10.1038/s41598-020-62154-0"
106,paper,EEG Conformer: Convolutional Transformer for EEG Decoding and Visualization,doi:10.1109/tnsre.2022.3230250,https://doi.org/10.1109/TNSRE.2022.3230250,https://doi.org/10.1109/TNSRE.2022.3230250,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,EEG Conformer model paper
107,paper,EEG microstates as predictors of SSRI/TMS response in depression,doi:10.1016/j.pnpbp.2022.110583,https://doi.org/10.1016/j.pnpbp.2022.110583,https://doi.org/10.1016/j.pnpbp.2022.110583,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Microstates response-prediction paper | - **EEG microstates (esp. classes C/D).** Reported as state+trait markers of MDD and as predictors of SSRI/TMS response (e.g., microstates as SSRI-response predictors, 2022, *Prog. Neuropsychopharmacol. Biol. Psychiatry*, doi:10.1016/j.pnpbp.2022.110583). Small-N, heterogeneous pipelines, inconsistent replication. **Grade: Emerging/Contested.**"
108,paper,EEG vigilance markers of ketamine exposure and response in depression,doi:10.1038/s41398-024-02761-x,https://doi.org/10.1038/s41398-024-02761-x,https://doi.org/10.1038/s41398-024-02761-x,Claude Science | Claude,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | eno_master_sources.md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown | DOI extracted; Extracted from Claude master sources | Extracted from Claude master sources,"Ketamine VIGALL predictive/PD paper | Meng/Ip et al. (2024, *Transl. Psychiatry*, doi:10.1038/s41398-024-02761-x) separate the two roles explicitly in two cohorts (n=24 + n=24 replication): | - **Ip et al. 2024**, *Translational Psychiatry* — EEG vigilance stage A1 predicts ketamine response, AUC~0.70, N=48 *(the paper often miscited as ""Imperatori"")*. **[EMERGING]** https://doi.org/10.1038/s41398-024-02761-x"
109,paper,EEG-Inception: A Novel Deep Convolutional Neural Network for Assistive ERP-Based Brain–Computer Interfaces,doi:10.1109/tnsre.2020.3048106,https://doi.org/10.1109/TNSRE.2020.3048106,https://doi.org/10.1109/TNSRE.2020.3048106,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,EEG-Inception model paper
110,paper,EEGNet: A Compact Convolutional Neural Network for EEG-based Brain–Computer Interfaces,doi:10.1088/1741-2552/aace8c,https://doi.org/10.1088/1741-2552/aace8c,https://doi.org/10.1088/1741-2552/aace8c,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,EEGNet model paper
111,paper,Electroencephalographic Biomarkers for Treatment Response Prediction in Major Depressive Illness: A Meta-Analysis,doi:10.1176/appi.ajp.2018.17121358,https://doi.org/10.1176/appi.ajp.2018.17121358,https://doi.org/10.1176/appi.ajp.2018.17121358,Claude Science | Claude,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | eno_master_sources.md | preregistration_draft (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown | DOI extracted; Extracted from Claude master sources | Extracted from Claude master sources,Widge et al. meta-analysis | - *Widge AS et al. Am J Psychiatry 2019;176(1):44-56. doi:10.1176/appi.ajp.2018.17121358* | - Widge AS et al. *Am J Psychiatry* 2019;176(1):44-56. doi:10.1176/appi.ajp.2018.17121358
112,paper,Esketamine disinhibits brain networks in depression,doi:10.1016/j.pnpbp.2025.111438,https://doi.org/10.1016/j.pnpbp.2025.111438,https://doi.org/10.1016/j.pnpbp.2025.111438,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Aperiodic/esketamine pharmacodynamic paper | Recent work frames ketamine/esketamine effects through the **aperiodic exponent**: the drug **flattens the 1/f slope**, consistent with a disinhibitory E/I shift (""Esketamine disinhibits brain networks in depression,"" 2025, *Prog. Neuropsychopharmacol. Biol. Psychiatry*, doi:10.1016/j.pnpbp.2025.111438). This is mechanistically attractive and a cleaner quantity than band-limited gamma, but analysis-pipeline sensitive and **not yet a validated predictor.** **Grade: Emerging (PD-leaning).**"
113,paper,Individual deviation from normative EEG connectivity predicts antidepressant response,doi:10.1016/j.jad.2024.01.177,https://doi.org/10.1016/j.jad.2024.01.177,https://doi.org/10.1016/j.jad.2024.01.177,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Journal of Affective Disorders paper | - **Individual deviation from normative EEG connectivity (2024, *J. Affect. Disord.*):** personalized deviation-from-norm predicts antidepressant response — single study, promising framing. Grade: **Emerging.** *doi:10.1016/j.jad.2024.01.177*"
114,paper,Large Brain Model for Learning Generic Representations with Tremendous EEG Data in BCI (LaBraM),arxiv:2405.18765,https://arxiv.org/pdf/2405.18765,https://arxiv.org/abs/2405.18765 | https://arxiv.org/pdf/2405.18765,Claude Science | Claude,cloud_science_paper_download_links.csv | eno_master_sources.md | open_source_eeg_models (1).md,PDF or direct downloadable paper | Paper/article landing page | arXiv PDF,Direct PDF from arXiv. | Extracted from Claude master sources | arXiv ID extracted; Extracted from Claude Science markdown,"LaBraM model paper | - **LaBraM** — *Large Brain Model.* Jiang et al., **ICLR 2024 (spotlight)**. arXiv:2405.18765. | - **LaBraM (Jiang et al., ICLR 2024)** — EEG foundation model, **MIT**. **[REF, commercial-OK]** https://arxiv.org/abs/2405.18765 · https://github.com/935963004/LaBraM"
115,paper,Leakage and the reproducibility crisis in machine-learning-based science,doi:10.1016/j.patter.2023.100804,https://doi.org/10.1016/j.patter.2023.100804,https://doi.org/10.1016/j.patter.2023.100804,Claude Science | Claude,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | eno_master_sources.md | preregistration_draft (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown | DOI extracted; Extracted from Claude master sources | Extracted from Claude master sources,"Kapoor & Narayanan reproducibility paper | 2. **The broader ML-science reproducibility crisis.** Kapoor & Narayanan (2023, *Patterns*, doi:10.1016/j.patter.2023.100804) catalogue leakage as a pervasive driver of over-optimistic ML-in-science claims across fields; the REFORMS consensus checklist (2024, *Sci. Adv.*, doi:10.1126/sciadv.adk3452) is the emerging reporting standard. Connectome-based prediction specifically: leakage inflates performance (2024, *Nat. Commun.*, doi:10.1038/s41467-024-46150-w). | - Kapoor S, Narayanan A. *Patterns* 2023;4(9):100804. doi:10.1016/j.patter.2023.100804 (leakage)"
116,paper,Leakage inflates prediction performance in connectome-based machine learning,doi:10.1038/s41467-024-46150-w,https://doi.org/10.1038/s41467-024-46150-w,https://doi.org/10.1038/s41467-024-46150-w,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Connectome leakage paper | 2. **The broader ML-science reproducibility crisis.** Kapoor & Narayanan (2023, *Patterns*, doi:10.1016/j.patter.2023.100804) catalogue leakage as a pervasive driver of over-optimistic ML-in-science claims across fields; the REFORMS consensus checklist (2024, *Sci. Adv.*, doi:10.1126/sciadv.adk3452) is the emerging reporting standard. Connectome-based prediction specifically: leakage inflates performance (2024, *Nat. Commun.*, doi:10.1038/s41467-024-46150-w)."
117,paper,MEG and EEG data analysis with MNE-Python,doi:10.3389/fnins.2013.00267,https://doi.org/10.3389/fnins.2013.00267,https://doi.org/10.3389/fnins.2013.00267,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,MNE-Python paper
118,paper,MOABB: Trustworthy Algorithm Benchmarking for BCIs,arxiv:1805.06427,https://arxiv.org/pdf/1805.06427,https://arxiv.org/pdf/1805.06427,Claude Science,cloud_science_paper_download_links.csv,arXiv PDF,Included because the catalog cites MOABB as required benchmark infrastructure.,MOABB paper
119,paper,Muse ERP/oscillation validation at scale,doi:10.3389/fnins.2021.634147,https://doi.org/10.3389/fnins.2021.634147,https://doi.org/10.3389/fnins.2021.634147,Claude Science,cloud_science_paper_download_links.csv | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Cannard et al. N=1000 Muse paper | - **Cannard et al. (2021, *Front. Neurosci.*):** replicated Muse ERP/oscillation measurement at scale (**N=1,000**). DOI:10.3389/fnins.2021.634147"
120,paper,Neural complexity / entropy as a marker of rapid and post-rapid ketamine effects,doi:10.1038/s41386-023-01586-4,https://doi.org/10.1038/s41386-023-01586-4,https://doi.org/10.1038/s41386-023-01586-4,Claude Science | Claude,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | eno_master_sources.md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown | DOI extracted; Extracted from Claude master sources | Extracted from Claude master sources,"Ketamine complexity paper | Entropy/complexity measures track rapid and post-rapid ketamine effects (2023, *Neuropsychopharmacology*, doi:10.1038/s41386-023-01586-4). Interesting PD candidates, small N. **Grade: Emerging.** | - **Smith/Murphy et al. 2023**, *Neuropsychopharmacology* — RCT: complexity rose but NO link to symptom improvement. **[EMERGING]** (metadata correction 10.1038/s41386-023-01618-z) https://doi.org/10.1038/s41386-023-01586-4"
121,paper,Neuro-GPT: Towards A Foundation Model for EEG,arxiv:2311.03764,https://arxiv.org/pdf/2311.03764,https://arxiv.org/pdf/2311.03764,Claude Science,cloud_science_paper_download_links.csv | open_source_eeg_models (1).md,PDF or direct downloadable paper | arXiv PDF,Direct PDF from arXiv. | arXiv ID extracted; Extracted from Claude Science markdown,"Neuro-GPT model paper | - **Neuro-GPT** — Cui et al., **IEEE ISBI 2024**. arXiv:2311.03764."
122,paper,NeuroLM: A Universal Multi-task Foundation Model for Bridging the Gap between Language and EEG Signals,arxiv:2409.00101,https://arxiv.org/pdf/2409.00101,https://arxiv.org/abs/2409.00101 | https://arxiv.org/pdf/2409.00101,Claude Science | Claude,cloud_science_paper_download_links.csv | eno_master_sources.md | open_source_eeg_models (1).md,PDF or direct downloadable paper | Paper/article landing page | arXiv PDF,Direct PDF from arXiv. | Extracted from Claude master sources | arXiv ID extracted; Extracted from Claude Science markdown,"NeuroLM model paper | - **NeuroLM** — Jiang et al., **ICLR 2025**. arXiv:2409.00101. | - **NeuroLM (ICLR 2025)** — multitask EEG+language, **MIT** *(ICLR, not NeurIPS)*. **[REF]** https://arxiv.org/abs/2409.00101 · https://github.com/935963004/NeuroLM"
123,paper,Performance of the Emotiv EPOC headset for P300-based BCI,doi:10.1186/1475-925x-12-56,https://doi.org/10.1186/1475-925x-12-56,https://doi.org/10.1186/1475-925x-12-56,Claude Science,cloud_science_paper_download_links.csv | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Duvinage / Emotiv EPOC paper | - **Duvinage / Emotiv EPOC (2013, *BioMed Eng OnLine*, ~318 cites):** characterized (with limits) P300 performance on a consumer headset. DOI:10.1186/1475-925x-12-56"
124,paper,Physics-Informed Attention Temporal Convolutional Network for EEG-Based Motor Imagery Classification (ATCNet),doi:10.1109/tii.2022.3197419,https://doi.org/10.1109/TII.2022.3197419,https://doi.org/10.1109/TII.2022.3197419,Claude Science,cloud_science_paper_download_links.csv,DOI landing page,,ATCNet model paper
125,paper,Portable EEG spectral ratios for stroke severity / Muse-based stroke study,doi:10.1038/s41598-020-75379-w,https://doi.org/10.1038/s41598-020-75379-w,https://doi.org/10.1038/s41598-020-75379-w,Claude Science,cloud_science_paper_download_links.csv | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Portable EEG stroke study | - **Simple spectral ratios work on portable hardware:** the Muse-based stroke study (2020, *Sci. Rep.*, N=25) found delta/alpha ratio (DAR) and (delta+theta)/(alpha+beta) ratio (DBATR) tracked stroke severity (p=0.002, p=0.01). DOI:10.1038/s41598-020-75379-w"
126,paper,Pretreatment EEG prediction of escitalopram outcome / CAN-BIND-1 report,doi:10.1001/jamanetworkopen.2019.18377,https://doi.org/10.1001/jamanetworkopen.2019.18377,https://doi.org/10.1001/jamanetworkopen.2019.18377,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | preregistration_draft (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Zhdanov et al. CAN-BIND EEG classifier | - **CAN-BIND-1 / escitalopram (Zhdanov et al., 2020, *JAMA Netw Open*):** SVM on baseline EEG (n=122) classified responders at **79.2% accuracy (spec 91%)**; adding week-2 EEG (n=115) raised it to **82.4%**. Internal CV on a single open-label cohort; **no external or prospective replication.** Grade: **Emerging.** *doi:10.1001/jamanetworkopen.2019.18377* | - Zhdanov A et al. *JAMA Netw Open* 2020;3(1):e1918377. doi:10.1001/jamanetworkopen.2019.18377"
127,paper,Pretreatment Rostral Anterior Cingulate Cortex Theta Activity and Symptom Improvement in Depression,doi:10.1001/jamapsychiatry.2018.0252,https://doi.org/10.1001/jamapsychiatry.2018.0252,https://doi.org/10.1001/jamapsychiatry.2018.0252,Claude Science | Claude,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv | eno_master_sources.md | preregistration_draft (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown | DOI extracted; Extracted from Claude master sources | Extracted from Claude master sources,Pizzagalli/EMBARC rACC theta paper | - *Pizzagalli DA et al. JAMA Psychiatry 2018;75(6):547-554. doi:10.1001/jamapsychiatry.2018.0252* | - Pizzagalli DA et al. *JAMA Psychiatry* 2018;75(6):547. doi:10.1001/jamapsychiatry.2018.0252
128,paper,REFORMS: reporting standards / checklist for machine learning-based science,doi:10.1126/sciadv.adk3452,https://doi.org/10.1126/sciadv.adk3452,https://doi.org/10.1126/sciadv.adk3452,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"REFORMS checklist paper | 2. **The broader ML-science reproducibility crisis.** Kapoor & Narayanan (2023, *Patterns*, doi:10.1016/j.patter.2023.100804) catalogue leakage as a pervasive driver of over-optimistic ML-in-science claims across fields; the REFORMS consensus checklist (2024, *Sci. Adv.*, doi:10.1126/sciadv.adk3452) is the emerging reporting standard. Connectome-based prediction specifically: leakage inflates performance (2024, *Nat. Commun.*, doi:10.1038/s41467-024-46150-w)."
129,paper,Stanford accelerated intelligent neuromodulation therapy / SAINT-SNT for treatment-resistant depression,doi:10.1176/appi.ajp.2021.20101429,https://doi.org/10.1176/appi.ajp.2021.20101429,https://doi.org/10.1176/appi.ajp.2021.20101429,Claude Science,EEG_biomarkers_depression_review (2).md | cloud_science_paper_download_links.csv,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"AJP accelerated iTBS paper | The Stanford accelerated iTBS protocol (SAINT→SNT) uses **rs-fMRI** (not EEG) to target the DLPFC region most anticorrelated with subgenual ACC; the double-blind sham-controlled trial (Cole et al., 2021/2022, *Am. J. Psychiatry*) showed high remission. Relevance here: it establishes **fMRI-based individualized targeting** as the benchmark that EEG-based targeting is implicitly competing with. *doi:10.1176/appi.ajp.2021.20101429*"
130,paper,Systematic review of aperiodic 1/f component reliability in EEG/MEG,doi:10.1111/ejn.70255,https://doi.org/10.1111/ejn.70255,https://doi.org/10.1111/ejn.70255,Claude Science,cloud_science_paper_download_links.csv | wearable_eeg_validity_assessment (2).md,DOI / paper landing page | DOI landing page,DOI extracted; Extracted from Claude Science markdown,"Aperiodic slope reliability review | - The aperiodic component is computable from **any** power spectrum (FOOOF/specparam), and shows **moderate-to-good test-retest reliability in research EEG** (aperiodic-reliability literature, e.g. eNeuro 2021; systematic review EJN 2025, DOI:10.1111/ejn.70255)."
